player,player_id,team,season,lg,replaced
Red Rocha,rochare01,East,1952,NBA,FALSE
Dolph Schayes,schaydo01,East,1952,NBA,TRUE
Fred Scolari,scolafr01,East,1952,NBA,FALSE
Max Zaslofsky,zasloma01,East,1952,NBA,FALSE
Leo Barnhorst,barnhle01,West,1952,NBA,FALSE
Frankie Brian,brianfr01,West,1952,NBA,FALSE
Bob Davies,daviebo01,West,1952,NBA,FALSE
Dike Eddleman,eddledi01,West,1952,NBA,FALSE
Larry Foust,foustla01,West,1952,NBA,TRUE
George Mikan,mikange01,West,1952,NBA,FALSE
Vern Mikkelsen,mikkeve01,West,1952,NBA,FALSE
Jim Pollard,pollaji01,West,1952,NBA,FALSE
Arnie Risen,risenar01,West,1952,NBA,TRUE
Paul Walther,walthpa01,West,1952,NBA,FALSE
Bobby Wanzer,wanzebo01,West,1952,NBA,FALSE
Paul Arizin,arizipa01,East,1951,NBA,FALSE
Vince Boryla,borylvi01,East,1951,NBA,FALSE
Bob Cousy,cousybo01,East,1951,NBA,FALSE
Joe Fulks,fulksjo01,East,1951,NBA,FALSE
Harry Gallatin,gallaha01,East,1951,NBA,FALSE
Ed Macauley,macaued01,East,1951,NBA,FALSE
Dick McGuire,mcguidi01,East,1951,NBA,FALSE
Andy Phillip,phillan01,East,1951,NBA,FALSE
Red Rocha,rochare01,East,1951,NBA,FALSE
Dolph Schayes,schaydo01,East,1951,NBA,FALSE
Ralph Beard,beardra01,West,1951,NBA,FALSE
Frankie Brian,brianfr01,West,1951,NBA,FALSE
Bob Davies,daviebo01,West,1951,NBA,FALSE
Dike Eddleman,eddledi01,West,1951,NBA,FALSE
Larry Foust,foustla01,West,1951,NBA,FALSE
Alex Groza,grozaal01,West,1951,NBA,FALSE
George Mikan,mikange01,West,1951,NBA,FALSE
Vern Mikkelsen,mikkeve01,West,1951,NBA,FALSE
Jim Pollard,pollaji01,West,1951,NBA,FALSE
Fred Schaus,schaufr01,West,1951,NBA,FALSE
